model_version,control_model_version,challenger_model_version,ensemble_status,player_id,player_code,web_name,team_id,team_name,position,price,bonus_transition_multiplier,component_expected_minutes_next_1,component_expected_minutes_next_3,component_expected_minutes_next_5,component_expected_minutes_next_6,component_expected_points_next_1,component_expected_points_next_3,component_expected_points_next_5,component_expected_points_next_6,component_points_p10_next_1,component_points_p10_next_3,component_points_p10_next_5,component_points_p10_next_6,component_points_p50_next_1,component_points_p50_next_3,component_points_p50_next_5,component_points_p50_next_6,component_points_p90_next_1,component_points_p90_next_3,component_points_p90_next_5,component_points_p90_next_6,component_probability_10_plus_next_1,component_probability_10_plus_next_3,component_probability_10_plus_next_5,component_probability_10_plus_next_6,component_probability_15_plus_next_1,component_probability_15_plus_next_3,component_probability_15_plus_next_5,component_probability_15_plus_next_6,control_expected_points_next_1,control_expected_points_next_3,control_expected_points_next_5,control_expected_points_next_6,control_points_p10_next_1,control_points_p10_next_3,control_points_p10_next_5,control_points_p10_next_6,control_points_p50_next_1,control_points_p50_next_3,control_points_p50_next_5,control_points_p50_next_6,control_points_p90_next_1,control_points_p90_next_3,control_points_p90_next_5,control_points_p90_next_6,current_season_fixture_count,ensemble_point_weight,ensemble_probability_10_plus_weight,ensemble_probability_15_plus_weight,ensemble_probability_6_plus_weight,expected_minutes_next_1,expected_minutes_next_3,expected_minutes_next_5,expected_minutes_next_6,expected_points_next_1,expected_points_next_3,expected_points_next_5,expected_points_next_6,points_p10_next_1,points_p10_next_3,points_p10_next_5,points_p10_next_6,points_p50_next_1,points_p50_next_3,points_p50_next_5,points_p50_next_6,points_p90_next_1,points_p90_next_3,points_p90_next_5,points_p90_next_6,previous_season,previous_season_minutes,probability_10_plus_next_1,probability_10_plus_next_3,probability_10_plus_next_5,probability_10_plus_next_6,probability_15_plus_next_1,probability_15_plus_next_3,probability_15_plus_next_5,probability_15_plus_next_6,probability_3_or_fewer_next_1,probability_3_or_fewer_next_3,probability_3_or_fewer_next_5,probability_3_or_fewer_next_6,probability_6_plus_next_1,probability_6_plus_next_3,probability_6_plus_next_5,probability_6_plus_next_6,projection_evidence_source,qualitative_points_delta_next_1,qualitative_points_delta_next_3,qualitative_points_delta_next_5,qualitative_points_delta_next_6,quantitative_expected_points_next_1,quantitative_expected_points_next_3,quantitative_expected_points_next_5,quantitative_expected_points_next_6,scoring_rules_version,value_next_1,value_next_3,value_next_5,value_next_6
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,591,474120,Enciso,12,Ipswich Town,Midfielder,5.5,1.0188,65.86,198.39,326.89,393.74,3.3,8.962,14.867,17.923,0,4.0,8.0,10.0,2.0,8.0,14.0,17.0,8.0,16.0,24.0,27.0,0.0617,0.3983,0.7967,0.9133,0.0133,0.145,0.48,0.6467,3.068,8.44,14.52,17.498,0,4,9,11,2,8,14,17,7,13,21,24,5,0.0,0.0,0.0,0.0,74.38,220.79,369.33,444.36,3.068,8.44,14.52,17.498,0.0,4.0,9.0,11.0,2.0,8.0,14.0,17.0,7.0,13.0,21.0,24.0,2025/26,0.0,0.015,0.3617,0.8517,0.955,0.0,0.07,0.4567,0.6983,0.75,0.0517,0.0033,0.0,0.1733,0.7633,0.9867,1.0,current_season,0.0,0.0,0.0,0.0,3.068,8.44,14.52,17.498,fpl-2026-27,0.5579,1.5345,2.64,3.1815
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,592,572584,Ouattara,12,Ipswich Town,Defender,4.0,1.0,26.4,81.57,135.69,163.6,1.388,3.947,6.633,7.957,0,2.0,3.0,4.0,1.0,3.0,5.0,7.0,3.0,8.0,11.0,13.0,0.0067,0.0567,0.205,0.2983,0.0,0.0067,0.0483,0.0767,1.348,3.815,6.56,7.912,0,2,4,5,1,3,6,7,2,8,11,13,5,0.0,0.0,0.0,0.0,28.72,85.07,143.06,171.87,1.348,3.815,6.56,7.912,0.0,2.0,4.0,5.0,1.0,3.0,6.0,7.0,2.0,8.0,11.0,13.0,,0.0,0.0017,0.0367,0.195,0.2967,0.0,0.0,0.0217,0.05,0.925,0.65,0.07,0.0183,0.055,0.1783,0.5017,0.7483,current_season,0.0,0.0,0.0,0.0,1.348,3.815,6.56,7.912,fpl-2026-27,0.3371,0.9537,1.64,1.9779
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,602,524180,Humphreys,12,Ipswich Town,Midfielder,4.5,1.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024/25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,619,218543,Palacios,12,Ipswich Town,Midfielder,5.0,1.025,51.1,155.09,255.87,306.71,1.843,5.46,9.162,11.003,0,2.0,5.0,7.0,2.0,5.0,9.0,10.0,3.0,9.0,14.0,16.0,0.005,0.0933,0.4017,0.6017,0.0,0.015,0.0783,0.17,2.027,5.992,10.223,12.425,0,3,6,7,2,6,10,12,4,10,16,18,4,0.0,0.0,0.0,0.0,52.95,163.61,275.38,332.29,2.027,5.992,10.223,12.425,0.0,3.0,6.0,7.0,2.0,6.0,10.0,12.0,4.0,10.0,16.0,18.0,,0.0,0.0,0.1467,0.5267,0.7283,0.0,0.005,0.15,0.275,0.8483,0.215,0.02,0.005,0.0617,0.5133,0.9017,0.9617,current_season,0.0,0.0,0.0,0.0,2.027,5.992,10.223,12.425,fpl-2026-27,0.4053,1.1983,2.0447,2.485
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,640,431639,Flemming,12,Ipswich Town,Forward,5.5,1.025,19.67,59.97,100.39,121.34,1.29,3.7,6.457,7.903,0,1.0,3.0,3.0,1.0,3.0,5.0,7.0,3.0,7.0,12.0,14.0,0.01,0.0467,0.1933,0.3,0.0017,0.0033,0.0383,0.085,2.02,5.54,9.465,11.298,0,2,4,6,1,4,9,11,5,10,16,19,3,0.0,0.0,0.0,0.0,34.51,101.25,169.14,202.2,2.02,5.54,9.465,11.298,0.0,2.0,4.0,6.0,1.0,4.0,9.0,11.0,5.0,10.0,16.0,19.0,2025/26,1764.0,0.0133,0.135,0.4317,0.5933,0.0,0.0267,0.1483,0.2283,0.8217,0.37,0.05,0.0167,0.095,0.3783,0.7917,0.9017,current_and_previous_season,0.0,0.0,0.0,0.0,2.02,5.54,9.465,11.298,fpl-2026-27,0.3673,1.0073,1.7209,2.0542
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,260,153682,Wilson,13,Leeds,Midfielder,6.2,1.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,2674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_and_previous_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,326,201595,Perri,13,Leeds,Goalkeeper,4.5,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,1440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_and_previous_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,327,434752,Bijol,13,Leeds,Defender,5.0,1.0,31.95,92.96,156.02,187.72,1.328,4.105,7.49,9.067,0,0,2.0,3.0,1.0,3.0,7.0,8.0,4.0,9.0,14.0,17.0,0.0017,0.0933,0.2933,0.405,0.0,0.0133,0.09,0.1517,1.277,4.145,7.252,8.575,0,1,2,3,1,3,6,8,4,9,14,16,5,0.0,0.0,0.0,0.0,29.54,88.03,145.21,173.11,1.277,4.145,7.252,8.575,0.0,1.0,2.0,3.0,1.0,3.0,6.0,8.0,4.0,9.0,14.0,16.0,2025/26,1888.0,0.0067,0.0967,0.2783,0.3717,0.0,0.01,0.1,0.145,0.8883,0.5433,0.2567,0.1717,0.0533,0.2867,0.575,0.6617,current_and_previous_season,0.0,0.0,0.0,0.0,1.277,4.145,7.252,8.575,fpl-2026-27,0.2553,0.829,1.4503,1.715
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,329,214225,Rodon,13,Leeds,Defender,4.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,2952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_and_previous_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,330,226182,Bogle,13,Leeds,Defender,4.6,1.0,60.1,181.91,303.79,366.44,2.627,9.043,16.4,19.845,0,2.0,7.0,9.0,2.0,8.0,16.0,18.0,7.0,17.0,27.0,31.0,0.0283,0.4067,0.805,0.8933,0.0033,0.1767,0.57,0.7083,2.988,9.788,17.933,21.365,0,4,10,13,2,9,17,21,7,17,27,30,5,0.0,0.0,0.0,0.0,71.08,215.03,359.56,432.48,2.988,9.788,17.933,21.365,0.0,4.0,10.0,13.0,2.0,9.0,17.0,21.0,7.0,17.0,27.0,30.0,2025/26,2795.0,0.0333,0.4733,0.9217,0.975,0.0017,0.17,0.6667,0.8467,0.7217,0.0733,0.0017,0.0,0.2133,0.7783,0.9933,1.0,current_and_previous_season,0.0,0.0,0.0,0.0,2.988,9.788,17.933,21.365,fpl-2026-27,0.6496,2.1279,3.8985,4.6446
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,331,243526,Gudmundsson,13,Leeds,Defender,4.5,1.0,36.12,121.04,205.64,245.56,1.222,4.253,7.945,9.33,0,0,2.0,2.0,0,3.0,8.0,8.0,5.0,9.0,15.0,17.0,0.0017,0.0917,0.33,0.43,0.0,0.0133,0.12,0.185,1.875,6.037,10.852,12.888,0,1,4,6,1,6,11,13,6,11,18,20,5,0.0,0.0,0.0,0.0,59.44,178.33,296.43,352.93,1.875,6.037,10.852,12.888,0.0,1.0,4.0,6.0,1.0,6.0,11.0,13.0,6.0,11.0,18.0,20.0,2025/26,2637.0,0.0033,0.1883,0.5883,0.7033,0.0,0.0267,0.23,0.3683,0.825,0.31,0.0667,0.0317,0.1317,0.515,0.8417,0.9067,current_and_previous_season,0.0,0.0,0.0,0.0,1.875,6.037,10.852,12.888,fpl-2026-27,0.4167,1.3415,2.4115,2.8641
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,332,220627,Justin,13,Leeds,Defender,4.5,1.0,72.43,216.13,356.48,428.6,2.987,9.24,16.248,19.328,0.0,3.0,9.0,10.0,2.0,9.0,16.0,19.0,7.0,16.0,25.0,28.0,0.0217,0.43,0.8633,0.9283,0.005,0.1383,0.57,0.7433,3.378,10.858,19.308,23.053,1,5,12,14,3,10,19,23,7,17,27,31,5,0.0,0.0,0.0,0.0,81.97,247.53,412.82,494.67,3.378,10.858,19.308,23.053,1.0,5.0,12.0,14.0,3.0,10.0,19.0,23.0,7.0,17.0,27.0,31.0,2025/26,1893.0,0.035,0.5817,0.9567,0.98,0.005,0.2217,0.7783,0.8967,0.63,0.0317,0.0033,0.0,0.195,0.88,0.9933,0.9983,current_and_previous_season,0.0,0.0,0.0,0.0,3.378,10.858,19.308,23.053,fpl-2026-27,0.7507,2.413,4.2907,5.123
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,333,437738,Bornauw,13,Leeds,Defender,4.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_and_previous_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,334,522047,Muharemović,13,Leeds,Defender,5.0,1.0,70.47,213.13,354.4,425.58,2.803,9.268,16.073,19.102,0,3.0,8.0,9.0,2.0,9.0,16.0,19.0,7.0,16.0,25.0,29.0,0.02,0.4483,0.8133,0.8917,0.0017,0.1533,0.5617,0.7033,2.828,9.265,16.713,20.303,0,4,9,12,2,9,16,20,7,16,24,29,5,0.0,0.0,0.0,0.0,78.48,235.17,392.73,473.91,2.828,9.265,16.713,20.303,0.0,4.0,9.0,12.0,2.0,9.0,16.0,20.0,7.0,16.0,24.0,29.0,,0.0,0.01,0.4133,0.89,0.9567,0.0,0.14,0.6083,0.82,0.6917,0.09,0.005,0.0,0.1667,0.7617,0.9783,0.9933,current_season,0.0,0.0,0.0,0.0,2.828,9.265,16.713,20.303,fpl-2026-27,0.5657,1.853,3.3427,4.0607
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,335,466525,Stach,13,Leeds,Midfielder,6.0,1.0188,68.54,207.89,347.61,418.59,3.122,9.657,16.687,20.073,0,4.0,9.0,12.0,3.0,9.0,16.0,19.0,7.0,16.0,25.0,29.0,0.03,0.4533,0.895,0.9633,0.0017,0.1383,0.595,0.815,3.762,11.915,20.51,24.437,2,7,14,17,3,11,20,24,7,17,28,32,5,0.0,0.0,0.0,0.0,84.41,254.17,424.2,508.34,3.762,11.915,20.51,24.437,2.0,7.0,14.0,17.0,3.0,11.0,20.0,24.0,7.0,17.0,28.0,32.0,2025/26,2369.0,0.02,0.6883,0.9967,1.0,0.0,0.245,0.885,0.985,0.5433,0.0,0.0,0.0,0.1633,0.9817,1.0,1.0,current_and_previous_season,0.0,0.0,0.0,0.0,3.762,11.915,20.51,24.437,fpl-2026-27,0.627,1.9858,3.4183,4.0728
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,336,435997,Okafor,13,Leeds,Midfielder,5.8,1.0188,49.75,148.68,251.39,303.24,2.06,6.307,10.92,13.183,0,3.0,6.0,7.0,2.0,6.0,11.0,13.0,4.0,11.0,17.0,19.0,0.0033,0.1717,0.5633,0.74,0.0,0.025,0.2,0.375,2.563,7.998,13.995,16.753,1,4,8,10,2,7,13,16,5,13,21,24,5,0.0,0.0,0.0,0.0,58.7,175.08,294.88,355.19,2.563,7.998,13.995,16.753,1.0,4.0,8.0,10.0,2.0,7.0,13.0,16.0,5.0,13.0,21.0,24.0,2025/26,1553.0,0.0183,0.2883,0.8167,0.9383,0.0,0.0767,0.38,0.5917,0.8267,0.06,0.0,0.0,0.085,0.7217,0.9883,1.0,current_and_previous_season,0.0,0.0,0.0,0.0,2.563,7.998,13.995,16.753,fpl-2026-27,0.4419,1.379,2.4129,2.8885
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,337,427637,Aaronson,13,Leeds,Midfielder,5.3,1.0188,35.17,105.42,176.21,213.31,1.468,4.423,7.428,8.963,0,2.0,4.0,5.0,1.0,4.0,7.0,8.0,3.0,8.0,12.0,14.0,0.0017,0.0617,0.23,0.3583,0.0,0.005,0.0383,0.0917,1.837,5.533,9.35,11.122,1,3,6,7,1,5,8,10,3,10,14,16,5,0.0,0.0,0.0,0.0,39.65,117.36,195.11,232.71,1.837,5.533,9.35,11.122,1.0,3.0,6.0,7.0,1.0,5.0,8.0,10.0,3.0,10.0,14.0,16.0,2025/26,2449.0,0.0017,0.105,0.4067,0.58,0.0,0.0117,0.0833,0.17,0.905,0.2333,0.0,0.0,0.0633,0.3367,0.9167,0.9983,current_and_previous_season,0.0,0.0,0.0,0.0,1.837,5.533,9.35,11.122,fpl-2026-27,0.3465,1.044,1.7642,2.0985
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,338,199598,Ampadu,13,Leeds,Midfielder,5.4,1.0188,69.75,211.96,353.72,422.22,2.705,8.293,13.983,16.603,0,4.0,8.0,11.0,2.0,8.0,14.0,17.0,5.0,13.0,20.0,23.0,0.0067,0.335,0.83,0.9283,0.0017,0.0517,0.4167,0.64,3.398,10.345,17.393,20.86,2,7,13,15,3,10,17,20,5,14,23,27,5,0.0,0.0,0.0,0.0,87.92,263.46,438.23,525.77,3.398,10.345,17.393,20.86,2.0,7.0,13.0,15.0,3.0,10.0,17.0,20.0,5.0,14.0,23.0,27.0,2025/26,3119.0,0.0067,0.5583,0.9933,1.0,0.0,0.1,0.7417,0.9467,0.5467,0.0017,0.0,0.0,0.0883,0.9683,1.0,1.0,current_and_previous_season,0.0,0.0,0.0,0.0,3.398,10.345,17.393,20.86,fpl-2026-27,0.6293,1.9157,3.221,3.863
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,339,180135,Longstaff,13,Leeds,Midfielder,4.9,1.0188,10.9,31.37,50.07,60.59,0.648,1.897,3.087,3.713,0,0,1.0,1.0,0,1.0,2.0,3.0,1.0,4.0,6.0,8.0,0.0,0.0083,0.0367,0.0533,0.0,0.0017,0.0017,0.005,0.452,1.458,2.43,2.86,0,0,0,1,0,1,2,2,1,3,5,6,5,0.0,0.0,0.0,0.0,7.56,25.26,42.81,50.6,0.452,1.458,2.43,2.86,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,3.0,5.0,6.0,2025/26,1003.0,0.0,0.0017,0.0083,0.01,0.0,0.0,0.0017,0.0017,0.9883,0.9317,0.8,0.72,0.005,0.0317,0.0683,0.1017,current_and_previous_season,0.0,0.0,0.0,0.0,0.452,1.458,2.43,2.86,fpl-2026-27,0.0922,0.2976,0.4959,0.5837
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,341,492859,Gnonto,13,Leeds,Midfielder,5.0,1.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,521.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_and_previous_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,342,221399,Harrison,13,Leeds,Midfielder,5.0,1.0188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_and_previous_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,343,200617,James,13,Leeds,Midfielder,4.9,1.0188,16.54,47.52,78.67,94.84,0.835,2.673,4.478,5.358,0,1.0,2.0,2.0,1.0,2.0,4.0,4.0,2.0,6.0,9.0,10.0,0.0033,0.0267,0.0933,0.1217,0.0,0.0017,0.015,0.0267,0.705,2.135,3.56,4.265,0,1,1,2,1,2,3,4,1,3,7,8,5,0.0,0.0,0.0,0.0,11.73,34.5,56.09,68.18,0.705,2.135,3.56,4.265,0.0,1.0,1.0,2.0,1.0,2.0,3.0,4.0,1.0,3.0,7.0,8.0,2025/26,547.0,0.0,0.005,0.025,0.0517,0.0,0.0,0.0,0.0017,0.9817,0.9117,0.605,0.45,0.0167,0.0633,0.14,0.1983,current_and_previous_season,0.0,0.0,0.0,0.0,0.705,2.135,3.56,4.265,fpl-2026-27,0.1439,0.4357,0.7265,0.8704
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,344,486520,Gruev,13,Leeds,Midfielder,5.0,1.0188,6.74,22.07,37.41,45.97,0.288,0.84,1.425,1.723,0,0,0,0,0,0,0,1.0,1.0,3.0,4.0,5.0,0.0017,0.005,0.0083,0.0117,0.0,0.0,0.0,0.0,0.192,0.527,0.942,1.127,0,0,0,0,0,0,0,0,0,2,3,3,5,0.0,0.0,0.0,0.0,5.58,15.71,26.21,31.46,0.192,0.527,0.942,1.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,2025/26,1318.0,0.0,0.0,0.005,0.0067,0.0,0.0,0.0,0.0,0.9867,0.965,0.9333,0.91,0.0033,0.0067,0.03,0.03,current_and_previous_season,0.0,0.0,0.0,0.0,0.192,0.527,0.942,1.127,fpl-2026-27,0.0383,0.1053,0.1883,0.2253
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,345,248056,Tanaka,13,Leeds,Midfielder,4.9,1.0188,41.98,132.11,217.06,257.35,1.61,5.312,8.998,10.75,0,1.0,4.0,5.0,1.0,5.0,8.0,10.0,4.0,11.0,15.0,18.0,0.0017,0.1317,0.4017,0.5533,0.0,0.0233,0.1217,0.2067,2.087,6.332,10.818,13.032,0,2,5,7,2,5,10,12,4,11,18,20,5,0.0,0.0,0.0,0.0,52.58,155.88,260.19,311.46,2.087,6.332,10.818,13.032,0.0,2.0,5.0,7.0,2.0,5.0,10.0,12.0,4.0,11.0,18.0,20.0,2025/26,1307.0,0.005,0.1833,0.5417,0.7183,0.0017,0.0417,0.2167,0.3267,0.8517,0.225,0.0283,0.015,0.0717,0.4983,0.895,0.965,current_and_previous_season,0.0,0.0,0.0,0.0,2.087,6.332,10.818,13.032,fpl-2026-27,0.4259,1.2922,2.2078,2.6595
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,346,177815,Calvert-Lewin,13,Leeds,Forward,6.0,1.015,64.82,197.37,323.23,389.63,3.1,10.158,17.413,20.852,0,4.0,8.0,11.0,2.0,9.0,17.0,20.0,7.0,18.0,28.0,32.0,0.0517,0.4567,0.8467,0.9383,0.0067,0.2033,0.6133,0.7467,3.73,12.168,20.663,24.663,1,6,13,16,3,12,20,24,7,19,29,34,5,0.0,0.0,0.0,0.0,80.84,242.62,405.46,485.74,3.73,12.168,20.663,24.663,1.0,6.0,13.0,16.0,3.0,12.0,20.0,24.0,7.0,19.0,29.0,34.0,2025/26,2721.0,0.0417,0.6717,0.9833,0.9983,0.0017,0.3033,0.83,0.9517,0.6083,0.005,0.0,0.0,0.2767,0.9467,1.0,1.0,current_and_previous_season,0.0,0.0,0.0,0.0,3.73,12.168,20.663,24.663,fpl-2026-27,0.6217,2.028,3.4439,4.1105
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,347,174594,Nmecha,13,Leeds,Forward,5.4,1.015,15.46,44.43,77.37,94.0,1.03,3.328,5.827,6.957,0,1.0,2.0,3.0,1.0,2.0,5.0,6.0,2.0,7.0,10.0,12.0,0.0033,0.0367,0.1333,0.2083,0.0,0.0033,0.03,0.045,1.092,3.467,6.022,7.287,0,1,3,4,1,3,5,6,2,7,10,12,5,0.0,0.0,0.0,0.0,16.05,47.45,79.06,95.06,1.092,3.467,6.022,7.287,0.0,1.0,3.0,4.0,1.0,3.0,5.0,6.0,2.0,7.0,10.0,12.0,2025/26,1065.0,0.0,0.0217,0.1267,0.2233,0.0,0.0,0.01,0.0317,0.9467,0.68,0.1483,0.0567,0.0067,0.185,0.4483,0.635,current_and_previous_season,0.0,0.0,0.0,0.0,1.092,3.467,6.022,7.287,fpl-2026-27,0.2022,0.642,1.1151,1.3494
player-sim-2.0,player-sim-2.0,player-sim-3.0-candidate,holdout_rejected,348,235826,Piroe,13,Leeds,Forward,5.0,1.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025/26,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,current_and_previous_season,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fpl-2026-27,0.0,0.0,0.0,0.0
